address,latitude,longitude,matched_address,status
217 BT BATOK ST 21,1.34673392184416,103.754727840299,217 BUKIT BATOK STREET 21 SINGAPORE 650217,ok
421 BT BATOK WEST AVE 2,1.36251752917877,103.744946684475,421 BUKIT BATOK WEST AVENUE 2 SINGAPORE 650421,ok
407 BT BATOK WEST AVE 4,1.36485171911506,103.745814559435,407 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650407,ok
240 BT BATOK EAST AVE 5,1.35048816023777,103.754177773165,240 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650240,ok
179 BT BATOK WEST AVE 8,1.34581228622891,103.742210249553,179 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650179,ok
414 BT BATOK WEST AVE 4,1.36357610603461,103.74597741135,414 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650414,ok
269 BT BATOK EAST AVE 4,1.3487578841922,103.759451695253,269 BUKIT BATOK EAST AVENUE 4 SINGAPORE 650269,ok
152 BT BATOK ST 11,1.34830189530172,103.744257268105,152 BUKIT BATOK STREET 11 SINGAPORE 650152,ok
146 BT BATOK WEST AVE 6,1.34966890869827,103.744083499088,146 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650146,ok
533 BT BATOK ST 51,1.35587908699049,103.749799126312,533 BUKIT BATOK STREET 51 SINGAPORE 650533,ok
157 BT BATOK ST 11,1.34836899457739,103.743422087347,157 BUKIT BATOK STREET 11 SINGAPORE 650157,ok
540 BT BATOK ST 52,1.35440568176535,103.75130601487,540 BUKIT BATOK STREET 52 GUILIN BREEZE SINGAPORE 650540,ok
239 BT BATOK EAST AVE 5,1.3502391390638,103.755100850762,239 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650239,ok
249 BT BATOK EAST AVE 5,1.35061655709758,103.756564159717,249 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650249,ok
316 BT BATOK ST 32,1.3605766052846,103.746834002944,316 BUKIT BATOK STREET 32 SINGAPORE 650316,ok
250 BT BATOK EAST AVE 5,1.35105549277865,103.757080302123,250 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650250,ok
164 BT BATOK ST 11,1.34771697477219,103.742831711054,164 BUKIT BATOK STREET 11 SINGAPORE 650164,ok
167 BT BATOK WEST AVE 8,1.34693272783596,103.742257105901,167 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650167,ok
312 BT BATOK ST 32,1.35987875096146,103.74733565667,312 BUKIT BATOK STREET 32 SINGAPORE 650312,ok
208 BT BATOK ST 21,1.34590310545134,103.748811814397,208 BUKIT BATOK STREET 21 SINGAPORE 650208,ok
534 BT BATOK ST 51,1.35590698154634,103.750411621456,534 BUKIT BATOK STREET 51 SINGAPORE 650534,ok
311 BT BATOK ST 32,1.36008251500719,103.748341653201,311 BUKIT BATOK STREET 32 SINGAPORE 650311,ok
319 BT BATOK ST 33,1.36139508011177,103.746516655571,319 BUKIT BATOK STREET 33 SINGAPORE 650319,ok
417 BT BATOK WEST AVE 4,1.3628909909218,103.746539240126,417 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650417,ok
307 BT BATOK ST 31,1.35817033436975,103.748118653062,307 BUKIT BATOK STREET 31 HONG KAH GREEN SINGAPORE 650307,ok
138 BT BATOK WEST AVE 6,1.35044711973729,103.744471903926,138 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650138,ok
124 BT BATOK CTRL,1.35118204905855,103.747209859564,124 BUKIT BATOK CENTRAL SINGAPORE 650124,ok
291B BT BATOK ST 24,1.34306435513309,103.75567762679,291B BUKIT BATOK STREET 24 HDB PUBLIC SHELTERS SINGAPORE 651291,ok
288D BT BATOK ST 25,1.34580304817683,103.759260051639,288D BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 653288,ok
113 BT BATOK WEST AVE 6,1.34883637963314,103.745173404083,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,ok
186 BT BATOK WEST AVE 6,1.34658076680317,103.744085374214,186 BUKIT BATOK WEST AVENUE 6 WEST VIEW @ BUKIT BATOK SINGAPORE 650186,ok
386 BT BATOK WEST AVE 5,1.36393942184816,103.752556035691,386 BUKIT BATOK WEST AVENUE 5 SINGAPORE 650386,ok
